Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,First Name F_1,Last Name F_1,Nickname F_1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,First Name F_2,Last Name F_2,Nickname F_2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC Fight Night: Ladd vs. Dumont,2021-10-16,Featherweight,Nate Landwehr,Ludovit Klein,SUB,Anaconda Choke,3,142,Nate Landwehr,Nate,Landwehr,The Train,69.0,145.0,72.0,Orthodox,15,4,0,1988-06-06,0.0,71.0,130.0,0.54,103.0,163.0,1.0,2.0,0.5,2.0,0.0,226.0,41.0,85.0,18.0,30.0,12.0,15.0,45.0,93.0,26.0,37.0,0.0,0.0,Ludovit Klein,Ludovit,Klein,Mr. Highlight,67.0,145.0,72.0,Southpaw,17,4,0,1995-02-22,0.0,42.0,85.0,0.49,44.0,87.0,0.0,2.0,0.0,0.0,0.0,32.0,20.0,55.0,18.0,25.0,4.0,5.0,39.0,80.0,3.0,5.0,0.0,0.0
UFC Fight Night: Ladd vs. Dumont,2021-10-16,Middleweight,Bruno Silva,Andrew Sanchez,KO/TKO,Punches,3,155,Bruno Silva,Bruno,Silva,Blindado,72.0,185.0,74.0,Orthodox,21,6,0,1989-07-13,0.0,70.0,123.0,0.56,100.0,155.0,0.0,1.0,0.0,0.0,0.0,15.0,47.0,96.0,21.0,24.0,2.0,3.0,55.0,102.0,10.0,12.0,5.0,9.0,Andrew Sanchez,Andrew,Sanchez,El Dirte,73.0,185.0,74.0,Orthodox,13,7,0,1988-04-08,0.0,33.0,53.0,0.62,86.0,117.0,7.0,12.0,0.58,0.0,0.0,473.0,26.0,43.0,6.0,9.0,1.0,1.0,26.0,46.0,2.0,2.0,5.0,5.0
UFC Fight Night: Ladd vs. Dumont,2021-10-16,Welterweight,Danny Roberts,Ramazan Emeev,S-DEC,,3,300,Danny Roberts,Danny,Roberts,Hot Chocolate,73.0,170.0,74.0,Southpaw,18,5,0,1987-07-14,0.0,34.0,94.0,0.36,42.0,102.0,1.0,3.0,0.33,0.0,0.0,158.0,17.0,71.0,16.0,21.0,1.0,2.0,14.0,64.0,20.0,29.0,0.0,1.0,Ramazan Emeev,Ramazan,Emeev,Gorets,70.0,170.0,76.0,Southpaw,20,5,0,1987-05-23,0.0,40.0,79.0,0.5,67.0,112.0,2.0,7.0,0.28,1.0,0.0,177.0,32.0,68.0,8.0,11.0,0.0,0.0,28.0,65.0,11.0,13.0,1.0,1.0
UFC Fight Night: Ladd vs. Dumont,2021-10-16,Women's Flyweight,Luana Carolina,Loopy Godinez,U-DEC,,3,300,Luana Carolina,Luana,Carolina,Dread,66.0,125.0,69.0,Orthodox,8,2,0,1993-06-11,0.0,53.0,107.0,0.49,86.0,141.0,0.0,0.0,,0.0,0.0,52.0,24.0,70.0,18.0,23.0,11.0,14.0,37.0,86.0,16.0,21.0,0.0,0.0,Loopy Godinez,Loopy,Godinez,,62.0,125.0,61.0,Orthodox,6,2,0,1993-09-06,0.0,23.0,54.0,0.42,45.0,76.0,2.0,15.0,0.13,0.0,0.0,457.0,16.0,42.0,4.0,7.0,3.0,5.0,17.0,43.0,2.0,7.0,4.0,4.0
UFC Fight Night: Ladd vs. Dumont,2021-10-16,Bantamweight,Danaa Batgerel,Brandon Davis,KO/TKO,Punches,1,121,Danaa Batgerel,Danaa,Batgerel,Storm,67.0,135.0,70.0,Orthodox,10,2,0,1989-07-04,1.0,22.0,51.0,0.43,22.0,51.0,0.0,0.0,,0.0,0.0,5.0,20.0,45.0,1.0,3.0,1.0,3.0,20.0,43.0,0.0,2.0,2.0,6.0,Brandon Davis,Brandon,Davis,Killer B,70.0,135.0,72.0,Orthodox,10,9,0,1990-05-08,0.0,7.0,27.0,0.25,7.0,27.0,0.0,0.0,,0.0,0.0,0.0,4.0,22.0,1.0,3.0,2.0,2.0,7.0,27.0,0.0,0.0,0.0,0.0
UFC Fight Night: Ladd vs. Dumont,2021-10-16,Women's Strawweight,Ariane Carnelossi,Istela Nunes,SUB,Rear Naked Choke,3,177,Ariane Carnelossi,Ariane,Carnelossi,Sorriso,62.0,115.0,61.0,Orthodox,14,2,0,1992-11-17,0.0,36.0,108.0,0.33,76.0,158.0,5.0,7.0,0.71,1.0,0.0,424.0,33.0,103.0,2.0,4.0,1.0,1.0,33.0,100.0,3.0,8.0,0.0,0.0,Istela Nunes,Istela,Nunes,,64.0,115.0,66.0,Orthodox,7,2,0,1992-07-23,0.0,62.0,119.0,0.52,98.0,156.0,0.0,0.0,,0.0,0.0,0.0,37.0,88.0,16.0,22.0,9.0,9.0,54.0,109.0,8.0,10.0,0.0,0.0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Women's Strawweight,Marina Rodriguez,Mackenzie Dern,U-DEC,,5,300,Marina Rodriguez,Marina,Rodriguez,,66.0,115.0,65.0,Orthodox,15,1,2,1987-04-29,0.0,144.0,279.0,0.51,148.0,284.0,0.0,0.0,,1.0,0.0,10.0,72.0,186.0,39.0,58.0,33.0,35.0,124.0,257.0,20.0,22.0,0.0,0.0,Mackenzie Dern,Mackenzie,Dern,,64.0,115.0,63.0,Orthodox,11,2,0,1993-03-24,0.0,49.0,174.0,0.28,80.0,209.0,1.0,8.0,0.12,1.0,1.0,441.0,41.0,158.0,4.0,10.0,4.0,6.0,36.0,155.0,1.0,3.0,12.0,16.0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Welterweight,Randy Brown,Jared Gooden,U-DEC,,3,300,Randy Brown,Randy,Brown,Rudeboy,75.0,170.0,78.0,Orthodox,14,4,0,1990-07-08,0.0,115.0,235.0,0.48,117.0,237.0,0.0,1.0,0.0,0.0,0.0,6.0,81.0,196.0,25.0,29.0,9.0,10.0,109.0,227.0,5.0,7.0,1.0,1.0,Jared Gooden,Jared,Gooden,NiteTrain,72.0,170.0,77.0,Orthodox,18,7,0,1993-12-05,0.0,81.0,156.0,0.51,87.0,162.0,0.0,0.0,,0.0,0.0,44.0,19.0,76.0,27.0,36.0,35.0,44.0,78.0,151.0,3.0,3.0,0.0,2.0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Flyweight,Matheus Nicolau,Tim Elliott,U-DEC,,3,300,Matheus Nicolau,Matheus,Nicolau,,66.0,125.0,66.0,Orthodox,17,3,1,1993-01-06,0.0,64.0,109.0,0.58,128.0,176.0,1.0,1.0,1.0,0.0,0.0,128.0,28.0,63.0,31.0,38.0,5.0,8.0,64.0,107.0,0.0,1.0,0.0,1.0,Tim Elliott,Tim,Elliott,,67.0,125.0,66.0,Southpaw,18,12,1,1986-12-24,0.0,70.0,215.0,0.32,105.0,255.0,1.0,10.0,0.1,0.0,0.0,148.0,39.0,160.0,11.0,28.0,20.0,27.0,62.0,207.0,7.0,7.0,1.0,1.0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Women's Flyweight,Mariya Agapova,Sabina Mazo,SUB,Rear Naked Choke,3,53,Mariya Agapova,Mariya,Agapova,,66.0,125.0,68.0,Southpaw,10,2,0,1997-04-07,1.0,93.0,164.0,0.56,99.0,170.0,0.0,0.0,,1.0,0.0,5.0,48.0,107.0,32.0,43.0,13.0,14.0,91.0,162.0,2.0,2.0,0.0,0.0,Sabina Mazo,Sabina,Mazo,Colombian Queen,67.0,125.0,70.0,Orthodox,9,3,0,1997-03-25,0.0,62.0,159.0,0.38,63.0,161.0,0.0,0.0,,0.0,0.0,35.0,35.0,113.0,13.0,22.0,14.0,24.0,61.0,158.0,1.0,1.0,0.0,0.0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Bantamweight,Chris Gutierrez,Felipe Colares,S-DEC,,3,300,Chris Gutierrez,Chris,Gutierrez,El Guapo,69.0,145.0,67.0,Orthodox,17,3,2,1991-04-22,0.0,96.0,144.0,0.66,115.0,165.0,0.0,3.0,0.0,0.0,0.0,90.0,57.0,101.0,14.0,15.0,25.0,28.0,93.0,138.0,2.0,4.0,1.0,2.0,Felipe Colares,Felipe,Colares,Cabocao,68.0,135.0,69.0,Orthodox,10,3,0,1994-03-31,0.0,41.0,147.0,0.27,70.0,178.0,1.0,7.0,0.14,0.0,0.0,239.0,23.0,111.0,15.0,31.0,3.0,5.0,41.0,147.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Heavyweight,Alexandr Romanov,Jared Vanderaa,KO/TKO,Punches,2,283,Alexandr Romanov,Alexandr,Romanov,King Kong,74.0,262.0,75.0,Southpaw,15,0,0,1990-12-11,0.0,56.0,78.0,0.71,78.0,103.0,5.0,7.0,0.71,0.0,0.0,391.0,48.0,66.0,6.0,10.0,2.0,2.0,11.0,22.0,0.0,0.0,45.0,56.0,Jared Vanderaa,Jared,Vanderaa,The Mountain,76.0,260.0,80.0,Orthodox,12,6,0,1992-05-12,0.0,13.0,23.0,0.56,19.0,31.0,0.0,0.0,,0.0,0.0,0.0,4.0,12.0,2.0,3.0,7.0,8.0,10.0,19.0,3.0,4.0,0.0,0.0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Featherweight,Damon Jackson,Charles Rosa,U-DEC,,3,300,Damon Jackson,Damon,Jackson,The Leech,71.0,145.0,71.0,Switch,19,4,1,1988-08-08,0.0,41.0,87.0,0.47,53.0,101.0,6.0,12.0,0.5,2.0,3.0,624.0,33.0,77.0,6.0,8.0,2.0,2.0,20.0,58.0,3.0,3.0,18.0,26.0,Charles Rosa,Charles,Rosa,Boston Strong,69.0,145.0,69.0,Switch,14,6,0,1986-08-24,0.0,34.0,87.0,0.39,116.0,181.0,2.0,3.0,0.66,0.0,1.0,78.0,17.0,66.0,4.0,8.0,13.0,13.0,26.0,76.0,5.0,8.0,3.0,3.0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Women's Strawweight,Loopy Godinez,Silvana Gomez Juarez,SUB,Armbar,1,254,Loopy Godinez,Loopy,Godinez,,62.0,125.0,61.0,Orthodox,6,2,0,1993-09-06,0.0,11.0,13.0,0.84,18.0,20.0,5.0,6.0,0.83,1.0,0.0,207.0,8.0,10.0,2.0,2.0,1.0,1.0,8.0,10.0,3.0,3.0,0.0,0.0,Silvana Gomez Juarez,Silvana,Gomez Juarez,La Malvada,63.0,115.0,65.0,Orthodox,10,3,0,1984-12-06,0.0,3.0,13.0,0.23,3.0,13.0,0.0,0.0,,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Lightweight,Steve Garcia,Charlie Ontiveros,KO/TKO,Punches,2,111,Steve Garcia,Steve,Garcia,Mean Machine,72.0,155.0,75.0,Southpaw,12,4,0,1992-05-22,0.0,34.0,49.0,0.69,70.0,87.0,3.0,5.0,0.6,0.0,0.0,355.0,30.0,45.0,2.0,2.0,2.0,2.0,6.0,11.0,1.0,1.0,27.0,37.0,Charlie Ontiveros,Charlie,Ontiveros,American Bad Boy,74.0,185.0,78.0,Switch,11,8,0,1991-07-04,2.0,7.0,23.0,0.3,15.0,34.0,0.0,0.0,,0.0,0.0,8.0,7.0,22.0,0.0,1.0,0.0,0.0,4.0,16.0,2.0,2.0,1.0,5.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Light Heavyweight,Thiago Santos,Johnny Walker,U-DEC,,5,300,Thiago Santos,Thiago,Santos,Marreta,74.0,205.0,76.0,Orthodox,22,9,0,1984-01-07,0.0,44.0,105.0,0.41,44.0,105.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,40.0,16.0,28.0,19.0,37.0,42.0,103.0,2.0,2.0,0.0,0.0,Johnny Walker,Johnny,Walker,,78.0,205.0,82.0,Orthodox,18,6,0,1992-03-30,0.0,48.0,130.0,0.36,48.0,130.0,0.0,0.0,,0.0,0.0,0.0,7.0,55.0,9.0,20.0,32.0,55.0,46.0,127.0,2.0,3.0,0.0,0.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Middleweight,NO CONTEST,NO CONTEST,Other,,1,223,Kevin Holland,Kevin,Holland,Trailblazer,75.0,185.0,81.0,Orthodox,21,7,0,1992-11-05,0.0,3.0,7.0,0.42,24.0,28.0,0.0,0.0,,0.0,0.0,64.0,2.0,6.0,0.0,0.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,Kyle Daukaus,Kyle,Daukaus,,75.0,185.0,76.0,Southpaw,10,2,0,1993-02-27,0.0,9.0,13.0,0.69,19.0,25.0,1.0,5.0,0.2,3.0,0.0,130.0,5.0,9.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,5.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Welterweight,Niko Price,Alex Oliveira,U-DEC,,3,300,Niko Price,Niko,Price,The Hybrid,72.0,170.0,76.0,Orthodox,15,5,0,1989-09-29,0.0,64.0,116.0,0.55,108.0,167.0,1.0,3.0,0.33,0.0,0.0,290.0,37.0,83.0,7.0,11.0,20.0,22.0,45.0,93.0,2.0,2.0,17.0,21.0,Alex Oliveira,Alex,Oliveira,Cowboy,71.0,170.0,76.0,Orthodox,22,11,1,1988-02-21,0.0,65.0,112.0,0.58,83.0,131.0,1.0,2.0,0.5,0.0,0.0,194.0,31.0,72.0,17.0,23.0,17.0,17.0,56.0,99.0,2.0,2.0,7.0,11.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Middleweight,Krzysztof Jotko,Misha Cirkunov,S-DEC,,3,300,Krzysztof Jotko,Krzysztof,Jotko,,73.0,185.0,77.0,Southpaw,23,5,0,1989-08-19,0.0,41.0,95.0,0.43,56.0,115.0,1.0,3.0,0.33,0.0,0.0,44.0,23.0,76.0,6.0,7.0,12.0,12.0,37.0,89.0,4.0,6.0,0.0,0.0,Misha Cirkunov,Misha,Cirkunov,,75.0,205.0,77.0,Orthodox,15,7,0,1987-02-27,0.0,41.0,91.0,0.45,55.0,106.0,5.0,17.0,0.29,0.0,0.0,246.0,13.0,59.0,10.0,13.0,18.0,19.0,28.0,76.0,6.0,8.0,7.0,7.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Lightweight,Alexander Hernandez,Mike Breeden,KO/TKO,Punch,1,80,Alexander Hernandez,Alexander,Hernandez,The Great,69.0,155.0,72.0,Orthodox,13,4,0,1992-10-01,1.0,20.0,35.0,0.57,20.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,29.0,4.0,4.0,1.0,2.0,14.0,26.0,6.0,9.0,0.0,0.0,Mike Breeden,Mike,Breeden,Money,70.0,155.0,70.0,Orthodox,10,4,0,1989-04-21,0.0,6.0,15.0,0.4,6.0,15.0,0.0,0.0,,0.0,0.0,0.0,4.0,13.0,0.0,0.0,2.0,2.0,5.0,14.0,1.0,1.0,0.0,0.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Lightweight,Jared Gordon,Joe Solecki,S-DEC,,3,300,Jared Gordon,Jared,Gordon,Flash,69.0,145.0,68.0,Orthodox,18,4,0,1988-09-06,0.0,51.0,86.0,0.59,83.0,122.0,1.0,2.0,0.5,0.0,1.0,247.0,32.0,60.0,12.0,18.0,7.0,8.0,33.0,68.0,15.0,15.0,3.0,3.0,Joe Solecki,Joe,Solecki,,69.0,155.0,70.0,Orthodox,11,3,0,1993-08-27,0.0,38.0,69.0,0.55,70.0,102.0,4.0,7.0,0.57,0.0,0.0,363.0,31.0,62.0,5.0,5.0,2.0,2.0,25.0,56.0,4.0,4.0,9.0,9.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Women's Flyweight,Casey O'Neill,Antonina Shevchenko,KO/TKO,Punches,2,287,Casey O'Neill,Casey,O'Neill,King,66.0,125.0,69.0,Orthodox,8,0,0,1997-10-07,0.0,52.0,110.0,0.47,128.0,209.0,3.0,8.0,0.37,0.0,0.0,339.0,46.0,101.0,4.0,7.0,2.0,2.0,13.0,55.0,2.0,3.0,37.0,52.0,Antonina Shevchenko,Antonina,Shevchenko,La Pantera,68.0,125.0,67.0,Southpaw,9,4,0,1984-11-20,0.0,40.0,63.0,0.63,58.0,85.0,0.0,1.0,0.0,0.0,0.0,72.0,32.0,55.0,8.0,8.0,0.0,0.0,24.0,45.0,8.0,8.0,8.0,10.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Women's Bantamweight,Karol Rosa,Bethe Correia,U-DEC,,3,300,Karol Rosa,Karol,Rosa,,65.0,135.0,67.0,Orthodox,15,3,0,1994-12-30,0.0,125.0,199.0,0.62,145.0,219.0,0.0,2.0,0.0,0.0,0.0,170.0,70.0,142.0,35.0,35.0,20.0,22.0,102.0,172.0,22.0,26.0,1.0,1.0,Bethe Correia,Bethe,Correia,Pitbull,65.0,135.0,64.0,Orthodox,11,6,1,1983-06-22,0.0,62.0,147.0,0.42,85.0,171.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,91.0,38.0,50.0,6.0,6.0,57.0,140.0,5.0,7.0,0.0,0.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Lightweight,Jamie Mullarkey,Devonte Smith,KO/TKO,Punches,2,171,Jamie Mullarkey,Jamie,Mullarkey,,72.0,155.0,74.0,Orthodox,14,4,0,1994-08-17,1.0,55.0,108.0,0.5,58.0,112.0,1.0,2.0,0.5,0.0,0.0,47.0,22.0,65.0,22.0,32.0,11.0,11.0,34.0,75.0,15.0,22.0,6.0,11.0,Devonte Smith,Devonte,Smith,King Kage,69.0,155.0,76.0,Orthodox,11,3,0,1993-07-30,0.0,29.0,64.0,0.45,32.0,67.0,0.0,0.0,,0.0,0.0,0.0,24.0,57.0,2.0,4.0,3.0,3.0,26.0,59.0,3.0,5.0,0.0,0.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Bantamweight,Douglas Silva de Andrade,Gaetano Pirrello,KO/TKO,Punch,1,124,Douglas Silva de Andrade,Douglas,Silva de Andrade,D Silva,67.0,145.0,68.0,Orthodox,27,4,0,1985-06-22,1.0,10.0,15.0,0.66,12.0,17.0,0.0,0.0,,0.0,0.0,19.0,6.0,9.0,2.0,4.0,2.0,2.0,6.0,11.0,1.0,1.0,3.0,3.0,Gaetano Pirrello,Gaetano,Pirrello,El Tigre,67.0,135.0,65.0,Orthodox,15,7,1,1992-04-29,0.0,5.0,6.0,0.83,5.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Women's Bantamweight,Stephanie Egger,Shanna Young,KO/TKO,Elbow,2,142,Stephanie Egger,Stephanie,Egger,,66.0,135.0,68.0,Orthodox,6,2,0,1988-08-12,0.0,29.0,42.0,0.69,62.0,84.0,2.0,4.0,0.5,0.0,0.0,208.0,20.0,33.0,3.0,3.0,6.0,6.0,14.0,25.0,3.0,3.0,12.0,14.0,Shanna Young,Shanna,Young,The Shanimal,67.0,135.0,65.0,Orthodox,8,5,0,1991-02-20,0.0,22.0,50.0,0.44,26.0,54.0,0.0,0.0,,2.0,0.0,23.0,8.0,31.0,11.0,16.0,3.0,3.0,22.0,50.0,0.0,0.0,0.0,0.0
UFC Fight Night: Santos vs. Walker,2021-10-02,Bantamweight,Alejandro Perez,Johnny Eduardo,SUB,Armbar,2,253,Alejandro Perez,Alejandro,Perez,Turbo,66.0,145.0,65.0,Orthodox,23,8,1,1989-09-02,0.0,23.0,55.0,0.41,34.0,66.0,1.0,1.0,1.0,2.0,0.0,74.0,11.0,40.0,10.0,12.0,2.0,3.0,18.0,49.0,2.0,2.0,3.0,4.0,Johnny Eduardo,Johnny,Eduardo,,67.0,135.0,71.0,Orthodox,28,13,0,1978-08-03,0.0,31.0,59.0,0.52,38.0,66.0,1.0,1.0,1.0,0.0,0.0,74.0,7.0,33.0,8.0,9.0,16.0,17.0,28.0,55.0,2.0,3.0,1.0,1.0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Featherweight,Alexander Volkanovski,Brian Ortega,U-DEC,,5,300,Alexander Volkanovski,Alexander,Volkanovski,The Great,66.0,145.0,71.0,Orthodox,23,1,0,1988-09-29,0.0,214.0,353.0,0.6,229.0,377.0,0.0,0.0,,0.0,2.0,231.0,146.0,270.0,20.0,26.0,48.0,57.0,158.0,254.0,3.0,6.0,53.0,93.0,Brian Ortega,Brian,Ortega,T-City,68.0,145.0,69.0,Switch,15,2,0,1991-02-21,0.0,88.0,234.0,0.37,101.0,250.0,2.0,5.0,0.4,3.0,1.0,54.0,59.0,193.0,20.0,26.0,9.0,15.0,82.0,225.0,6.0,9.0,0.0,0.0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Women's Flyweight,Valentina Shevchenko,Lauren Murphy,KO/TKO,Punches,4,240,Valentina Shevchenko,Valentina,Shevchenko,Bullet,65.0,125.0,66.0,Southpaw,22,3,0,1988-03-07,0.0,98.0,170.0,0.57,132.0,204.0,3.0,4.0,0.75,0.0,0.0,244.0,62.0,126.0,19.0,24.0,17.0,20.0,72.0,137.0,6.0,8.0,20.0,25.0,Lauren Murphy,Lauren,Murphy,Lucky,65.0,125.0,67.0,Orthodox,15,5,0,1983-07-27,0.0,11.0,91.0,0.12,19.0,100.0,0.0,0.0,,0.0,0.0,41.0,4.0,73.0,3.0,13.0,4.0,5.0,11.0,91.0,0.0,0.0,0.0,0.0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Middleweight,Robbie Lawler,Nick Diaz,KO/TKO,Punch,3,44,Robbie Lawler,Robbie,Lawler,Ruthless,71.0,170.0,74.0,Southpaw,29,15,0,1982-03-20,0.0,131.0,221.0,0.59,131.0,221.0,0.0,0.0,,0.0,0.0,14.0,88.0,176.0,33.0,35.0,10.0,10.0,99.0,182.0,31.0,38.0,1.0,1.0,Nick Diaz,Nick,Diaz,,73.0,170.0,76.0,Southpaw,26,10,0,1983-08-02,0.0,150.0,339.0,0.44,150.0,339.0,0.0,1.0,0.0,0.0,0.0,0.0,114.0,294.0,36.0,45.0,0.0,0.0,144.0,331.0,6.0,8.0,0.0,0.0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Heavyweight,Curtis Blaydes,Jairzinho Rozenstruik,U-DEC,,3,300,Curtis Blaydes,Curtis,Blaydes,Razor,76.0,265.0,80.0,Orthodox,15,3,0,1991-02-18,0.0,32.0,96.0,0.33,113.0,190.0,3.0,6.0,0.5,0.0,0.0,379.0,18.0,76.0,6.0,8.0,8.0,12.0,24.0,86.0,0.0,0.0,8.0,10.0,Jairzinho Rozenstruik,Jairzinho,Rozenstruik,Bigi Boy,74.0,242.0,78.0,Orthodox,12,3,0,1988-03-17,0.0,18.0,68.0,0.26,46.0,99.0,0.0,0.0,,0.0,0.0,0.0,17.0,65.0,1.0,2.0,0.0,1.0,16.0,65.0,2.0,3.0,0.0,0.0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Women's Flyweight,Jessica Andrade,Cynthia Calvillo,KO/TKO,Punches,1,294,Jessica Andrade,Jessica,Andrade,Bate Estaca,61.0,125.0,62.0,Orthodox,22,9,0,1991-09-25,0.0,48.0,86.0,0.55,48.0,86.0,0.0,0.0,,0.0,0.0,0.0,34.0,70.0,2.0,3.0,12.0,13.0,41.0,72.0,7.0,14.0,0.0,0.0,Cynthia Calvillo,Cynthia,Calvillo,,64.0,125.0,64.0,Orthodox,9,3,1,1987-07-13,0.0,27.0,75.0,0.36,27.0,75.0,0.0,0.0,,0.0,0.0,0.0,10.0,52.0,13.0,18.0,4.0,5.0,27.0,75.0,0.0,0.0,0.0,0.0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Bantamweight,Merab Dvalishvili,Marlon Moraes,KO/TKO,Punches,2,265,Merab Dvalishvili,Merab,Dvalishvili,The Machine,66.0,135.0,68.0,Orthodox,14,4,0,1991-01-10,0.0,69.0,109.0,0.63,246.0,307.0,4.0,4.0,1.0,0.0,0.0,360.0,63.0,101.0,6.0,7.0,0.0,1.0,12.0,35.0,0.0,0.0,57.0,74.0,Marlon Moraes,Marlon,Moraes,Magic,66.0,135.0,67.0,Orthodox,23,9,1,1988-04-26,1.0,29.0,44.0,0.65,34.0,49.0,0.0,0.0,,0.0,0.0,30.0,23.0,36.0,0.0,0.0,6.0,8.0,21.0,35.0,1.0,2.0,7.0,7.0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Lightweight,Dan Hooker,Nasrat Haqparast,U-DEC,,3,300,Dan Hooker,Dan,Hooker,The Hangman,72.0,155.0,75.0,Switch,21,11,0,1990-02-13,0.0,73.0,153.0,0.47,177.0,261.0,3.0,7.0,0.42,0.0,0.0,424.0,26.0,97.0,27.0,32.0,20.0,24.0,55.0,134.0,14.0,15.0,4.0,4.0,Nasrat Haqparast,Nasrat,Haqparast,,70.0,155.0,72.0,Southpaw,13,4,0,1995-08-22,0.0,27.0,69.0,0.39,35.0,77.0,0.0,1.0,0.0,0.0,0.0,3.0,17.0,56.0,9.0,11.0,1.0,2.0,23.0,63.0,4.0,6.0,0.0,0.0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Heavyweight,Chris Daukaus,Shamil Abdurakhimov,KO/TKO,Punch,2,83,Chris Daukaus,Chris,Daukaus,,75.0,250.0,76.0,Orthodox,12,3,0,1989-09-25,2.0,38.0,93.0,0.4,38.0,93.0,0.0,0.0,,0.0,0.0,48.0,34.0,88.0,2.0,3.0,2.0,2.0,18.0,58.0,2.0,5.0,18.0,30.0,Shamil Abdurakhimov,Shamil,Abdurakhimov,Abrek,75.0,235.0,76.0,Orthodox,20,6,0,1981-09-02,0.0,23.0,63.0,0.36,23.0,63.0,0.0,0.0,,0.0,0.0,0.0,13.0,48.0,6.0,11.0,4.0,4.0,22.0,62.0,1.0,1.0,0.0,0.0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Women's Flyweight,Taila Santos,Roxanne Modafferi,U-DEC,,3,300,Taila Santos,Taila,Santos,,66.0,125.0,68.0,Orthodox,18,1,0,1993-06-22,1.0,55.0,95.0,0.57,118.0,164.0,5.0,5.0,1.0,0.0,0.0,483.0,38.0,75.0,8.0,11.0,9.0,9.0,40.0,72.0,8.0,9.0,7.0,14.0,Roxanne Modafferi,Roxanne,Modafferi,The Happy Warrior,67.0,125.0,69.0,Orthodox,25,20,0,1982-09-24,0.0,18.0,92.0,0.19,43.0,124.0,0.0,4.0,0.0,0.0,0.0,182.0,13.0,85.0,2.0,3.0,3.0,4.0,16.0,90.0,2.0,2.0,0.0,0.0
