Fighter 1,Fighter 2,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Event,Date
Warlley Alves,Sergio Moraes,Welterweight,Warlley Alves,Sergio Moraes,KO/TKO,Punch,3,253,UFC 237: Namajunas vs. Andrade,2019-05-11
Clay Guida,BJ Penn,Lightweight,Clay Guida,BJ Penn,U-DEC,,3,300,UFC 237: Namajunas vs. Andrade,2019-05-11
Luana Carolina,Priscila Cachoeira,Women's Flyweight,Luana Carolina,Priscila Cachoeira,U-DEC,,3,300,UFC 237: Namajunas vs. Andrade,2019-05-11
Raoni Barcelos,Carlos Huachin,Bantamweight,Raoni Barcelos,Carlos Huachin,KO/TKO,Elbows,2,289,UFC 237: Namajunas vs. Andrade,2019-05-11
Viviane Araujo,Talita Bernardo,Women's Bantamweight,Viviane Araujo,Talita Bernardo,KO/TKO,Punch,3,48,UFC 237: Namajunas vs. Andrade,2019-05-11
Donald Cerrone,Al Iaquinta,Lightweight,Donald Cerrone,Al Iaquinta,U-DEC,,5,300,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Derek Brunson,Elias Theodorou,Middleweight,Derek Brunson,Elias Theodorou,U-DEC,,3,300,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Shane Burgos,Cub Swanson,Featherweight,Shane Burgos,Cub Swanson,S-DEC,,3,300,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Merab Dvalishvili,Brad Katona,Bantamweight,Merab Dvalishvili,Brad Katona,U-DEC,,3,300,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Walt Harris,Serghei Spivac,Heavyweight,Walt Harris,Serghei Spivac,KO/TKO,Knees,1,50,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Andrew Sanchez,Marc-Andre Barriault,Middleweight,Andrew Sanchez,Marc-Andre Barriault,U-DEC,,3,300,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Macy Chiasson,Sarah Moras,Women's Bantamweight,Macy Chiasson,Sarah Moras,KO/TKO,Punches,2,142,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Vince Morales,Aiemann Zahabi,Bantamweight,Vince Morales,Aiemann Zahabi,U-DEC,,3,300,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Nordine Taleb,Kyle Prepolec,Welterweight,Nordine Taleb,Kyle Prepolec,U-DEC,,3,300,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Matt Sayles,Kyle Nelson,Featherweight,Matt Sayles,Kyle Nelson,SUB,Arm Triangle,3,196,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Arjan Bhullar,Juan Adams,Heavyweight,Arjan Bhullar,Juan Adams,U-DEC,,3,300,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Cole Smith,Mitch Gagnon,Bantamweight,Cole Smith,Mitch Gagnon,U-DEC,,3,300,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04
Jack Hermansson,Jacare Souza,Middleweight,Jack Hermansson,Jacare Souza,U-DEC,,5,300,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Greg Hardy,Dmitrii Smoliakov,Heavyweight,Greg Hardy,Dmitrii Smoliakov,KO/TKO,Punches,1,135,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Mike Perry,Alex Oliveira,Welterweight,Mike Perry,Alex Oliveira,U-DEC,,3,300,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Glover Teixeira,Ion Cutelaba,Light Heavyweight,Glover Teixeira,Ion Cutelaba,SUB,Rear Naked Choke,2,217,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Cory Sandhagen,John Lineker,Bantamweight,Cory Sandhagen,John Lineker,S-DEC,,3,300,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Roosevelt Roberts,Thomas Gifford,Lightweight,Roosevelt Roberts,Thomas Gifford,U-DEC,,3,300,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Takashi Sato,Ben Saunders,Welterweight,Takashi Sato,Ben Saunders,KO/TKO,Elbows,2,78,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Augusto Sakai,Andrei Arlovski,Heavyweight,Augusto Sakai,Andrei Arlovski,S-DEC,,3,300,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Carla Esparza,Virna Jandiroba,Women's Strawweight,Carla Esparza,Virna Jandiroba,U-DEC,,3,300,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Gilbert Burns,Mike Davis,Lightweight,Gilbert Burns,Mike Davis,SUB,Rear Naked Choke,2,255,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Jim Miller,Jason Gonzalez,Lightweight,Jim Miller,Jason Gonzalez,SUB,Rear Naked Choke,1,132,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Angela Hill,Jodie Esquibel,Women's Strawweight,Angela Hill,Jodie Esquibel,U-DEC,,3,300,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Dhiego Lima,Court McGee,Welterweight,Dhiego Lima,Court McGee,S-DEC,,3,300,UFC Fight Night: Jacare vs. Hermansson,2019-04-27
Alistair Overeem,Aleksei Oleinik,Heavyweight,Alistair Overeem,Aleksei Oleinik,KO/TKO,Knee,1,285,UFC Fight Night: Overeem vs. Oleinik,2019-04-20
Islam Makhachev,Arman Tsarukyan,Lightweight,Islam Makhachev,Arman Tsarukyan,U-DEC,,3,300,UFC Fight Night: Overeem vs. Oleinik,2019-04-20
Sergei Pavlovich,Marcelo Golm,Heavyweight,Sergei Pavlovich,Marcelo Golm,KO/TKO,Punches,1,66,UFC Fight Night: Overeem vs. Oleinik,2019-04-20
Roxanne Modafferi,Antonina Shevchenko,Women's Flyweight,Roxanne Modafferi,Antonina Shevchenko,S-DEC,,3,300,UFC Fight Night: Overeem vs. Oleinik,2019-04-20
Krzysztof Jotko,Alen Amedovski,Middleweight,Krzysztof Jotko,Alen Amedovski,U-DEC,,3,300,UFC Fight Night: Overeem vs. Oleinik,2019-04-20
Movsar Evloev,SeungWoo Choi,Featherweight,Movsar Evloev,SeungWoo Choi,U-DEC,,3,300,UFC Fight Night: Overeem vs. Oleinik,2019-04-20
Sultan Aliev,Keita Nakamura,Welterweight,Sultan Aliev,Keita Nakamura,U-DEC,,3,300,UFC Fight Night: Overeem vs. Oleinik,2019-04-20
Alexander Yakovlev,Alex Da Silva,Lightweight,Alexander Yakovlev,Alex Da Silva,SUB,Schultz Front Headlock,2,190,UFC Fight Night: Overeem vs. Oleinik,2019-04-20
Shamil Abdurakhimov,Marcin Tybura,Heavyweight,Shamil Abdurakhimov,Marcin Tybura,KO/TKO,Punches,2,195,UFC Fight Night: Overeem vs. Oleinik,2019-04-20
Michal Oleksiejczuk,Gadzhimurad Antigulov,Light Heavyweight,Michal Oleksiejczuk,Gadzhimurad Antigulov,KO/TKO,Punch,1,44,UFC Fight Night: Overeem vs. Oleinik,2019-04-20
Magomed Mustafaev,Rafael Fiziev,Lightweight,Magomed Mustafaev,Rafael Fiziev,KO/TKO,Spinning Back Kick,1,86,UFC Fight Night: Overeem vs. Oleinik,2019-04-20
Dustin Poirier,Max Holloway,Lightweight,Dustin Poirier,Max Holloway,U-DEC,,5,300,UFC 236: Holloway vs. Poirier 2,2019-04-13
Israel Adesanya,Kelvin Gastelum,Middleweight,Israel Adesanya,Kelvin Gastelum,U-DEC,,5,300,UFC 236: Holloway vs. Poirier 2,2019-04-13
Khalil Rountree Jr.,Eryk Anders,Light Heavyweight,Khalil Rountree Jr.,Eryk Anders,U-DEC,,3,300,UFC 236: Holloway vs. Poirier 2,2019-04-13
Dwight Grant,Alan Jouban,Welterweight,Dwight Grant,Alan Jouban,S-DEC,,3,300,UFC 236: Holloway vs. Poirier 2,2019-04-13
Nikita Krylov,Ovince Saint Preux,Light Heavyweight,Nikita Krylov,Ovince Saint Preux,SUB,Rear Naked Choke,2,150,UFC 236: Holloway vs. Poirier 2,2019-04-13
Matt Frevola,Jalin Turner,Lightweight,Matt Frevola,Jalin Turner,U-DEC,,3,300,UFC 236: Holloway vs. Poirier 2,2019-04-13
Alexandre Pantoja,Wilson Reis,Flyweight,Alexandre Pantoja,Wilson Reis,KO/TKO,Punch,1,178,UFC 236: Holloway vs. Poirier 2,2019-04-13
Max Griffin,Zelim Imadaev,Welterweight,Max Griffin,Zelim Imadaev,M-DEC,,3,300,UFC 236: Holloway vs. Poirier 2,2019-04-13
Khalid Taha,Boston Salmon,Bantamweight,Khalid Taha,Boston Salmon,KO/TKO,Punch,1,25,UFC 236: Holloway vs. Poirier 2,2019-04-13
Belal Muhammad,Curtis Millender,Welterweight,Belal Muhammad,Curtis Millender,U-DEC,,3,300,UFC 236: Holloway vs. Poirier 2,2019-04-13
Montel Jackson,Andre Soukhamthath,Bantamweight,Montel Jackson,Andre Soukhamthath,U-DEC,,3,300,UFC 236: Holloway vs. Poirier 2,2019-04-13
Poliana Botelho,Lauren Mueller,Women's Flyweight,Poliana Botelho,Lauren Mueller,U-DEC,,3,300,UFC 236: Holloway vs. Poirier 2,2019-04-13
Brandon Davis,Randy Costa,Bantamweight,Brandon Davis,Randy Costa,SUB,Rear Naked Choke,2,72,UFC 236: Holloway vs. Poirier 2,2019-04-13
Justin Gaethje,Edson Barboza,Lightweight,Justin Gaethje,Edson Barboza,KO/TKO,Punch,1,150,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Jack Hermansson,David Branch,Middleweight,Jack Hermansson,David Branch,SUB,Guillotine Choke,1,49,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Josh Emmett,Michael Johnson,Featherweight,Josh Emmett,Michael Johnson,KO/TKO,Punch,3,254,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Michelle Waterson,Karolina Kowalkiewicz,Women's Strawweight,Michelle Waterson,Karolina Kowalkiewicz,U-DEC,,3,300,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Paul Craig,Kennedy Nzechukwu,Light Heavyweight,Paul Craig,Kennedy Nzechukwu,SUB,Triangle Choke,3,260,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Sodiq Yusuff,Sheymon Moraes,Featherweight,Sodiq Yusuff,Sheymon Moraes,U-DEC,,3,300,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Marina Rodriguez,Jessica Aguilar,Women's Strawweight,Marina Rodriguez,Jessica Aguilar,U-DEC,,3,300,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Desmond Green,Ross Pearson,Lightweight,Desmond Green,Ross Pearson,KO/TKO,Punches,1,172,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Kevin Aguilar,Enrique Barzola,Featherweight,Kevin Aguilar,Enrique Barzola,U-DEC,,3,300,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Kevin Holland,Gerald Meerschaert,Middleweight,Kevin Holland,Gerald Meerschaert,S-DEC,,3,300,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Casey Kenney,Ray Borg,Bantamweight,Casey Kenney,Ray Borg,U-DEC,,3,300,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Maryna Moroz,Sabina Mazo,Women's Flyweight,Maryna Moroz,Sabina Mazo,U-DEC,,3,300,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Alex Perez,Mark De La Rosa,Bantamweight,Alex Perez,Mark De La Rosa,U-DEC,,3,300,UFC Fight Night: Barboza vs. Gaethje,2019-03-30
Anthony Pettis,Stephen Thompson,Welterweight,Anthony Pettis,Stephen Thompson,KO/TKO,Punch,2,295,UFC Fight Night: Thompson vs. Pettis,2019-03-23
Curtis Blaydes,Justin Willis,Heavyweight,Curtis Blaydes,Justin Willis,U-DEC,,3,300,UFC Fight Night: Thompson vs. Pettis,2019-03-23
John Makdessi,Jesus Pinedo,Lightweight,John Makdessi,Jesus Pinedo,U-DEC,,3,300,UFC Fight Night: Thompson vs. Pettis,2019-03-23
Jussier Formiga,Deiveson Figueiredo,Flyweight,Jussier Formiga,Deiveson Figueiredo,U-DEC,,3,300,UFC Fight Night: Thompson vs. Pettis,2019-03-23
Luis Pena,Steven Peterson,Featherweight,Luis Pena,Steven Peterson,U-DEC,,3,300,UFC Fight Night: Thompson vs. Pettis,2019-03-23
Maycee Barber,JJ Aldrich,Women's Flyweight,Maycee Barber,JJ Aldrich,KO/TKO,Punches,2,181,UFC Fight Night: Thompson vs. Pettis,2019-03-23
Bryce Mitchell,Bobby Moffett,Featherweight,Bryce Mitchell,Bobby Moffett,U-DEC,,3,300,UFC Fight Night: Thompson vs. Pettis,2019-03-23
Marlon Vera,Frankie Saenz,Bantamweight,Marlon Vera,Frankie Saenz,KO/TKO,Punch,1,85,UFC Fight Night: Thompson vs. Pettis,2019-03-23
Jennifer Maia,Alexis Davis,Women's Flyweight,Jennifer Maia,Alexis Davis,U-DEC,,3,300,UFC Fight Night: Thompson vs. Pettis,2019-03-23
Randa Markos,Angela Hill,Women's Strawweight,Randa Markos,Angela Hill,SUB,Armbar,1,264,UFC Fight Night: Thompson vs. Pettis,2019-03-23
Chris Gutierrez,Ryan MacDonald,Bantamweight,Chris Gutierrez,Ryan MacDonald,U-DEC,,3,300,UFC Fight Night: Thompson vs. Pettis,2019-03-23
Jordan Espinosa,Eric Shelton,Flyweight,Jordan Espinosa,Eric Shelton,U-DEC,,3,300,UFC Fight Night: Thompson vs. Pettis,2019-03-23
Jorge Masvidal,Darren Till,Welterweight,Jorge Masvidal,Darren Till,KO/TKO,Punch,2,185,UFC Fight Night: Till vs. Masvidal,2019-03-16
Leon Edwards,Gunnar Nelson,Welterweight,Leon Edwards,Gunnar Nelson,S-DEC,,3,300,UFC Fight Night: Till vs. Masvidal,2019-03-16
Dominick Reyes,Volkan Oezdemir,Light Heavyweight,Dominick Reyes,Volkan Oezdemir,S-DEC,,3,300,UFC Fight Night: Till vs. Masvidal,2019-03-16
Nathaniel Wood,Jose Quinonez,Bantamweight,Nathaniel Wood,Jose Quinonez,SUB,Rear Naked Choke,2,166,UFC Fight Night: Till vs. Masvidal,2019-03-16
Claudio Silva,Danny Roberts,Welterweight,Claudio Silva,Danny Roberts,SUB,Armbar,3,157,UFC Fight Night: Till vs. Masvidal,2019-03-16
Jack Marshman,John Phillips,Middleweight,Jack Marshman,John Phillips,S-DEC,,3,300,UFC Fight Night: Till vs. Masvidal,2019-03-16
Arnold Allen,Jordan Rinaldi,Featherweight,Arnold Allen,Jordan Rinaldi,U-DEC,,3,300,UFC Fight Night: Till vs. Masvidal,2019-03-16
Marc Diakiese,Joe Duffy,Lightweight,Marc Diakiese,Joe Duffy,U-DEC,,3,300,UFC Fight Night: Till vs. Masvidal,2019-03-16
Saparbeg Safarov,Nicolae Negumereanu,Light Heavyweight,Saparbeg Safarov,Nicolae Negumereanu,U-DEC,,3,300,UFC Fight Night: Till vs. Masvidal,2019-03-16
Dan Ige,Danny Henry,Featherweight,Dan Ige,Danny Henry,SUB,Rear Naked Choke,1,77,UFC Fight Night: Till vs. Masvidal,2019-03-16
Molly McCann,Priscila Cachoeira,Women's Flyweight,Molly McCann,Priscila Cachoeira,U-DEC,,3,300,UFC Fight Night: Till vs. Masvidal,2019-03-16
Mike Grundy,Nad Narimani,Featherweight,Mike Grundy,Nad Narimani,KO/TKO,Punches,2,282,UFC Fight Night: Till vs. Masvidal,2019-03-16
Junior Dos Santos,Derrick Lewis,Heavyweight,Junior Dos Santos,Derrick Lewis,KO/TKO,Punches,2,118,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Elizeu Zaleski dos Santos,Curtis Millender,Welterweight,Elizeu Zaleski dos Santos,Curtis Millender,SUB,Rear Naked Choke,1,155,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Niko Price,Tim Means,Welterweight,Niko Price,Tim Means,KO/TKO,Punch,1,290,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Blagoy Ivanov,Ben Rothwell,Heavyweight,Blagoy Ivanov,Ben Rothwell,U-DEC,,3,300,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Beneil Dariush,Drew Dober,Lightweight,Beneil Dariush,Drew Dober,SUB,Armbar,2,281,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Omari Akhmedov,Tim Boetsch,Middleweight,Omari Akhmedov,Tim Boetsch,U-DEC,,3,300,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Anthony Rocco Martin,Sergio Moraes,Welterweight,Anthony Rocco Martin,Sergio Moraes,U-DEC,,3,300,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Yana Kunitskaya,Marion Reneau,Women's Bantamweight,Yana Kunitskaya,Marion Reneau,U-DEC,,3,300,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Grant Dawson,Julian Erosa,Featherweight,Grant Dawson,Julian Erosa,U-DEC,,3,300,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Maurice Greene,Jeff Hughes,Heavyweight,Maurice Greene,Jeff Hughes,S-DEC,,3,300,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Matt Schnell,Louis Smolka,Bantamweight,Matt Schnell,Louis Smolka,SUB,Triangle Choke,1,198,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Alex Morono,Zak Ottow,Welterweight,Alex Morono,Zak Ottow,KO/TKO,Elbows,1,214,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Alex White,Dan Moret,Lightweight,Alex White,Dan Moret,U-DEC,,3,300,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09
Jon Jones,Anthony Smith,Light Heavyweight,Jon Jones,Anthony Smith,U-DEC,,5,300,UFC 235: Jones vs. Smith,2019-03-02
Kamaru Usman,Tyron Woodley,Welterweight,Kamaru Usman,Tyron Woodley,U-DEC,,5,300,UFC 235: Jones vs. Smith,2019-03-02
Ben Askren,Robbie Lawler,Welterweight,Ben Askren,Robbie Lawler,SUB,Bulldog Choke,1,200,UFC 235: Jones vs. Smith,2019-03-02
Zhang Weili,Tecia Torres,Women's Strawweight,Zhang Weili,Tecia Torres,U-DEC,,3,300,UFC 235: Jones vs. Smith,2019-03-02
Pedro Munhoz,Cody Garbrandt,Bantamweight,Pedro Munhoz,Cody Garbrandt,KO/TKO,Punch,1,292,UFC 235: Jones vs. Smith,2019-03-02
Zabit Magomedsharipov,Jeremy Stephens,Featherweight,Zabit Magomedsharipov,Jeremy Stephens,U-DEC,,3,300,UFC 235: Jones vs. Smith,2019-03-02
Johnny Walker,Misha Cirkunov,Light Heavyweight,Johnny Walker,Misha Cirkunov,KO/TKO,Flying Knee,1,36,UFC 235: Jones vs. Smith,2019-03-02
Cody Stamann,Alejandro Perez,Bantamweight,Cody Stamann,Alejandro Perez,U-DEC,,3,300,UFC 235: Jones vs. Smith,2019-03-02
Diego Sanchez,Mickey Gall,Welterweight,Diego Sanchez,Mickey Gall,KO/TKO,Punches,2,253,UFC 235: Jones vs. Smith,2019-03-02
Edmen Shahbazyan,Charles Byrd,Middleweight,Edmen Shahbazyan,Charles Byrd,KO/TKO,Elbows,1,38,UFC 235: Jones vs. Smith,2019-03-02
Macy Chiasson,Gina Mazany,Women's Bantamweight,Macy Chiasson,Gina Mazany,KO/TKO,Punch,1,109,UFC 235: Jones vs. Smith,2019-03-02
Hannah Cifers,Polyana Viana,Women's Strawweight,Hannah Cifers,Polyana Viana,S-DEC,,3,300,UFC 235: Jones vs. Smith,2019-03-02
Thiago Santos,Jan Blachowicz,Light Heavyweight,Thiago Santos,Jan Blachowicz,KO/TKO,Punch,3,39,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Stefan Struve,Marcos Rogerio de Lima,Heavyweight,Stefan Struve,Marcos Rogerio de Lima,SUB,Arm Triangle,2,141,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Michal Oleksiejczuk,Gian Villante,Light Heavyweight,Michal Oleksiejczuk,Gian Villante,KO/TKO,Punch,1,94,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Liz Carmouche,Lucie Pudilova,Women's Flyweight,Liz Carmouche,Lucie Pudilova,U-DEC,,3,300,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Petr Yan,John Dodson,Bantamweight,Petr Yan,John Dodson,U-DEC,,3,300,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Magomed Ankalaev,Klidson Abreu,Light Heavyweight,Magomed Ankalaev,Klidson Abreu,U-DEC,,3,300,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Dwight Grant,Carlo Pedersoli Jr.,Welterweight,Dwight Grant,Carlo Pedersoli Jr.,KO/TKO,Punch,1,299,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Chris Fishgold,Daniel Teymur,Featherweight,Chris Fishgold,Daniel Teymur,SUB,Rear Naked Choke,2,70,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Gillian Robertson,Veronica Macedo,Women's Flyweight,Gillian Robertson,Veronica Macedo,SUB,Rear Naked Choke,2,207,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Damir Hadzovic,Marco Polo Reyes,Lightweight,Damir Hadzovic,Marco Polo Reyes,KO/TKO,Punches,2,123,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Ismail Naurdiev,Michel Prazeres,Welterweight,Ismail Naurdiev,Michel Prazeres,U-DEC,,3,300,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Diego Ferreira,Rustam Khabilov,Lightweight,Diego Ferreira,Rustam Khabilov,U-DEC,,3,300,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Damir Ismagulov,Joel Alvarez,Lightweight,Damir Ismagulov,Joel Alvarez,U-DEC,,3,300,UFC Fight Night: Blachowicz vs. Santos,2019-02-23
Francis Ngannou,Cain Velasquez,Heavyweight,Francis Ngannou,Cain Velasquez,KO/TKO,Punches,1,26,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Paul Felder,James Vick,Lightweight,Paul Felder,James Vick,U-DEC,,3,300,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Cynthia Calvillo,Cortney Casey,Women's Strawweight,Cynthia Calvillo,Cortney Casey,U-DEC,,3,300,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Kron Gracie,Alex Caceres,Featherweight,Kron Gracie,Alex Caceres,SUB,Rear Naked Choke,1,126,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Vicente Luque,Bryan Barberena,Welterweight,Vicente Luque,Bryan Barberena,KO/TKO,Knee,3,294,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Andre Fili,Myles Jury,Featherweight,Andre Fili,Myles Jury,U-DEC,,3,300,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Aljamain Sterling,Jimmie Rivera,Bantamweight,Aljamain Sterling,Jimmie Rivera,U-DEC,,3,300,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Manny Bermudez,Benito Lopez,Bantamweight,Manny Bermudez,Benito Lopez,SUB,Guillotine Choke,1,189,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Andrea Lee,Ashlee Evans-Smith,Women's Flyweight,Andrea Lee,Ashlee Evans-Smith,U-DEC,,3,300,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Nik Lentz,Scott Holtzman,Lightweight,Nik Lentz,Scott Holtzman,U-DEC,,3,300,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Luke Sanders,Renan Barao,Bantamweight,Luke Sanders,Renan Barao,KO/TKO,Punch,2,61,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Emily Whitmire,Aleksandra Albu,Women's Strawweight,Emily Whitmire,Aleksandra Albu,SUB,Rear Naked Choke,1,61,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17
Israel Adesanya,Anderson Silva,Middleweight,Israel Adesanya,Anderson Silva,U-DEC,,3,300,UFC 234: Adesanya vs. Silva,2019-02-09
Lando Vannata,Marcos Mariano,Lightweight,Lando Vannata,Marcos Mariano,SUB,Kimura,1,295,UFC 234: Adesanya vs. Silva,2019-02-09
Ricky Simon,Rani Yahya,Bantamweight,Ricky Simon,Rani Yahya,U-DEC,,3,300,UFC 234: Adesanya vs. Silva,2019-02-09
Montana De La Rosa,Nadia Kassem,Women's Flyweight,Montana De La Rosa,Nadia Kassem,SUB,Armbar,2,157,UFC 234: Adesanya vs. Silva,2019-02-09
Jimmy Crute,Sam Alvey,Light Heavyweight,Jimmy Crute,Sam Alvey,KO/TKO,Punches,1,169,UFC 234: Adesanya vs. Silva,2019-02-09
Devonte Smith,Dong Hyun Ma,Lightweight,Devonte Smith,Dong Hyun Ma,KO/TKO,Punch,1,233,UFC 234: Adesanya vs. Silva,2019-02-09
Shane Young,Austin Arnett,Featherweight,Shane Young,Austin Arnett,U-DEC,,3,300,UFC 234: Adesanya vs. Silva,2019-02-09
Kai Kara-France,Raulian Paiva,Flyweight,Kai Kara-France,Raulian Paiva,S-DEC,,3,300,UFC 234: Adesanya vs. Silva,2019-02-09
Kyung Ho Kang,Teruto Ishihara,Bantamweight,Kyung Ho Kang,Teruto Ishihara,SUB,Rear Naked Choke,1,239,UFC 234: Adesanya vs. Silva,2019-02-09
Jalin Turner,Callan Potter,Lightweight,Jalin Turner,Callan Potter,KO/TKO,Kick,1,53,UFC 234: Adesanya vs. Silva,2019-02-09
Jonathan Martinez,Wuliji Buren,Bantamweight,Jonathan Martinez,Wuliji Buren,U-DEC,,3,300,UFC 234: Adesanya vs. Silva,2019-02-09
Marlon Moraes,Raphael Assuncao,Bantamweight,Marlon Moraes,Raphael Assuncao,SUB,Guillotine Choke,1,197,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Jose Aldo,Renato Moicano,Featherweight,Jose Aldo,Renato Moicano,KO/TKO,Punches,2,44,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Demian Maia,Lyman Good,Welterweight,Demian Maia,Lyman Good,SUB,Rear Naked Choke,1,158,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Charles Oliveira,David Teymur,Lightweight,Charles Oliveira,David Teymur,SUB,Anaconda Choke,2,55,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Johnny Walker,Justin Ledet,Light Heavyweight,Johnny Walker,Justin Ledet,KO/TKO,Spinning Back Fist,1,15,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Livinha Souza,Sarah Frota,Women's Strawweight,Livinha Souza,Sarah Frota,S-DEC,,3,300,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Markus Perez,Anthony Hernandez,Middleweight,Markus Perez,Anthony Hernandez,SUB,Anaconda Choke,2,67,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Mara Romero Borella,Taila Santos,Women's Flyweight,Mara Romero Borella,Taila Santos,S-DEC,,3,300,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Thiago Alves,Max Griffin,Welterweight,Thiago Alves,Max Griffin,S-DEC,,3,300,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Jairzinho Rozenstruik,Junior Albini,Heavyweight,Jairzinho Rozenstruik,Junior Albini,KO/TKO,Kick,2,54,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Geraldo de Freitas,Felipe Colares,Featherweight,Geraldo de Freitas,Felipe Colares,U-DEC,,3,300,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Said Nurmagomedov,Ricardo Ramos,Bantamweight,Said Nurmagomedov,Ricardo Ramos,KO/TKO,Spinning Back Kick,1,148,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
Rogerio Bontorin,Bibulatov Magomed,Flyweight,Rogerio Bontorin,Bibulatov Magomed,S-DEC,,3,300,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02
