Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Flyweight,Matheus Nicolau,Tim Elliott,Decision,Unanimous Decision,3,300,Matheus Nicolau,66,125,66,Orthodox,17,3,1,1993-01-06,0,64,109,0.58,128,176,1,1,1.0,0,0,128,28,63,31,38,5,8,64,107,0,1,0,1,Tim Elliott,67,125,66,Southpaw,18,12,1,1986-12-24,0,70,215,0.32,105,255,1,10,0.1,0,0,148,39,160,11,28,20,27,62,207,7,7,1,1
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Women's Flyweight,Mariya Agapova,Sabina Mazo,SUB,Rear Naked Choke,3,53,Mariya Agapova,66,125,68,Southpaw,10,2,0,1997-04-07,1,93,164,0.56,99,170,0,0,0.0,1,0,5,48,107,32,43,13,14,91,162,2,2,0,0,Sabina Mazo,67,125,70,Orthodox,9,3,0,1997-03-25,0,62,159,0.38,63,161,0,0,0.0,0,0,35,35,113,13,22,14,24,61,158,1,1,0,0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Bantamweight,Chris Gutierrez,Felipe Colares,Decision,Split Decision,3,300,Chris Gutierrez,69,145,67,Orthodox,17,3,2,1991-04-22,0,96,144,0.66,115,165,0,3,0.0,0,0,90,57,101,14,15,25,28,93,138,2,4,1,2,Felipe Colares,68,135,69,Orthodox,10,3,0,1994-03-31,0,41,147,0.27,70,178,1,7,0.14,0,0,239,23,111,15,31,3,5,41,147,0,0,0,0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Heavyweight,Alexandr Romanov,Jared Vanderaa,KO/TKO,Punch,2,283,Alexandr Romanov,74,262,75,Southpaw,15,0,0,1990-12-11,0,56,78,0.71,78,103,5,7,0.71,0,0,391,48,66,6,10,2,2,11,22,0,0,45,56,Jared Vanderaa,76,260,80,Orthodox,12,6,0,1992-05-12,0,13,23,0.56,19,31,0,0,0.0,0,0,0,4,12,2,3,7,8,10,19,3,4,0,0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Featherweight,Damon Jackson,Charles Rosa,Decision,Unanimous Decision,3,300,Damon Jackson,71,145,71,Switch,19,4,1,1988-08-08,0,41,87,0.47,53,101,6,12,0.5,2,3,624,33,77,6,8,2,2,20,58,3,3,18,26,Charles Rosa,69,145,69,Switch,14,6,0,1986-08-24,0,34,87,0.39,116,181,2,3,0.66,0,1,78,17,66,4,8,13,13,26,76,5,8,3,3
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Women's Strawweight,Loopy Godinez,Silvana Gomez Juarez,SUB,Armbar,1,254,Loopy Godinez,62,125,61,Orthodox,6,2,0,1993-09-06,0,11,13,0.84,18,20,5,6,0.83,1,0,207,8,10,2,2,1,1,8,10,3,3,0,0,Silvana Gomez Juarez,63,115,65,Orthodox,10,3,0,1984-12-06,0,3,13,0.23,3,13,0,0,0.0,0,0,0,3,13,0,0,0,0,3,13,0,0,0,0
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Lightweight,Steve Garcia,Charlie Ontiveros,KO/TKO,Punch,2,111,Steve Garcia,72,155,75,Southpaw,12,4,0,1992-05-22,0,34,49,0.69,70,87,3,5,0.6,0,0,355,30,45,2,2,2,2,6,11,1,1,27,37,Charlie Ontiveros,74,185,78,Switch,11,8,0,1991-07-04,2,7,23,0.3,15,34,0,0,0.0,0,0,8,7,22,0,1,0,0,4,16,2,2,1,5
UFC Fight Night: Santos vs. Walker,2021-10-02,Light Heavyweight,Thiago Santos,Johnny Walker,Decision,Unanimous Decision,5,300,Thiago Santos,74,205,76,Orthodox,22,9,0,1984-01-07,0,44,105,0.41,44,105,0,1,0.0,0,0,0,9,40,16,28,19,37,42,103,2,2,0,0,Johnny Walker,78,205,82,Orthodox,18,6,0,1992-03-30,0,48,130,0.36,48,130,0,0,0.0,0,0,0,7,55,9,20,32,55,46,127,2,3,0,0
UFC Fight Night: Santos vs. Walker,2021-10-02,Welterweight,Niko Price,Alex Oliveira,Decision,Unanimous Decision,3,300,Niko Price,72,170,76,Orthodox,15,5,0,1989-09-29,0,64,116,0.55,108,167,1,3,0.33,0,0,290,37,83,7,11,20,22,45,93,2,2,17,21,Alex Oliveira,71,170,76,Orthodox,22,11,1,1988-02-21,0,65,112,0.58,83,131,1,2,0.5,0,0,194,31,72,17,23,17,17,56,99,2,2,7,11
UFC Fight Night: Santos vs. Walker,2021-10-02,Middleweight,Krzysztof Jotko,Misha Cirkunov,Decision,Split Decision,3,300,Krzysztof Jotko,73,185,77,Southpaw,23,5,0,1989-08-19,0,41,95,0.43,56,115,1,3,0.33,0,0,44,23,76,6,7,12,12,37,89,4,6,0,0,Misha Cirkunov,75,205,77,Orthodox,15,7,0,1987-02-27,0,41,91,0.45,55,106,5,17,0.29,0,0,246,13,59,10,13,18,19,28,76,6,8,7,7
UFC Fight Night: Santos vs. Walker,2021-10-02,Lightweight,Alexander Hernandez,Mike Breeden,KO/TKO,Punch,1,80,Alexander Hernandez,69,155,72,Orthodox,13,4,0,1992-10-01,1,20,35,0.57,20,35,0,2,0.0,0,0,0,15,29,4,4,1,2,14,26,6,9,0,0,Mike Breeden,70,155,70,Orthodox,10,4,0,1989-04-21,0,6,15,0.4,6,15,0,0,0.0,0,0,0,4,13,0,0,2,2,5,14,1,1,0,0
UFC Fight Night: Santos vs. Walker,2021-10-02,Lightweight,Jared Gordon,Joe Solecki,Decision,Split Decision,3,300,Jared Gordon,69,145,68,Orthodox,18,4,0,1988-09-06,0,51,86,0.59,83,122,1,2,0.5,0,1,247,32,60,12,18,7,8,33,68,15,15,3,3,Joe Solecki,69,155,70,Orthodox,11,3,0,1993-08-27,0,38,69,0.55,70,102,4,7,0.57,0,0,363,31,62,5,5,2,2,25,56,4,4,9,9
UFC Fight Night: Santos vs. Walker,2021-10-02,Women's Flyweight,Casey O'Neill,Antonina Shevchenko,KO/TKO,Punch,2,287,Casey O'Neill,66,125,69,Orthodox,8,0,0,1997-10-07,0,52,110,0.47,128,209,3,8,0.37,0,0,339,46,101,4,7,2,2,13,55,2,3,37,52,Antonina Shevchenko,68,125,67,Southpaw,9,4,0,1984-11-20,0,40,63,0.63,58,85,0,1,0.0,0,0,72,32,55,8,8,0,0,24,45,8,8,8,10
UFC Fight Night: Santos vs. Walker,2021-10-02,Women's Bantamweight,Karol Rosa,Bethe Correia,Decision,Unanimous Decision,3,300,Karol Rosa,65,135,67,Orthodox,15,3,0,1994-12-30,0,125,199,0.62,145,219,0,2,0.0,0,0,170,70,142,35,35,20,22,102,172,22,26,1,1,Bethe Correia,65,135,64,Orthodox,11,6,1,1983-06-22,0,62,147,0.42,85,171,0,2,0.0,0,0,0,18,91,38,50,6,6,57,140,5,7,0,0
UFC Fight Night: Santos vs. Walker,2021-10-02,Lightweight,Jamie Mullarkey,Devonte Smith,KO/TKO,Punch,2,171,Jamie Mullarkey,72,155,74,Orthodox,14,4,0,1994-08-17,1,55,108,0.5,58,112,1,2,0.5,0,0,47,22,65,22,32,11,11,34,75,15,22,6,11,Devonte Smith,69,155,76,Orthodox,11,3,0,1993-07-30,0,29,64,0.45,32,67,0,0,0.0,0,0,0,24,57,2,4,3,3,26,59,3,5,0,0
UFC Fight Night: Santos vs. Walker,2021-10-02,Bantamweight,Douglas Silva de Andrade,Gaetano Pirrello,KO/TKO,Punch,1,124,Douglas Silva de Andrade,67,145,68,Orthodox,27,4,0,1985-06-22,1,10,15,0.66,12,17,0,0,0.0,0,0,19,6,9,2,4,2,2,6,11,1,1,3,3,Gaetano Pirrello,67,135,65,Orthodox,15,7,1,1992-04-29,0,5,6,0.83,5,6,0,0,0.0,0,0,0,0,0,2,3,3,3,4,5,1,1,0,0
UFC Fight Night: Santos vs. Walker,2021-10-02,Women's Bantamweight,Stephanie Egger,Shanna Young,KO/TKO,Elbow,2,142,Stephanie Egger,66,135,68,Orthodox,6,2,0,1988-08-12,0,29,42,0.69,62,84,2,4,0.5,0,0,208,20,33,3,3,6,6,14,25,3,3,12,14,Shanna Young,67,135,65,Orthodox,8,5,0,1991-02-20,0,22,50,0.44,26,54,0,0,0.0,2,0,23,8,31,11,16,3,3,22,50,0,0,0,0
UFC Fight Night: Santos vs. Walker,2021-10-02,Bantamweight,Alejandro Perez,Johnny Eduardo,SUB,Armbar,2,253,Alejandro Perez,66,145,65,Orthodox,23,8,1,1989-09-02,0,23,55,0.41,34,66,1,1,1.0,2,0,74,11,40,10,12,2,3,18,49,2,2,3,4,Johnny Eduardo,67,135,71,Orthodox,28,13,0,1978-08-03,0,31,59,0.52,38,66,1,1,1.0,0,0,74,7,33,8,9,16,17,28,55,2,3,1,1
UFC 266: Volkanovski vs. Ortega,2021-09-25,Featherweight,Alexander Volkanovski,Brian Ortega,Decision,Unanimous Decision,5,300,Alexander Volkanovski,66,145,71,Orthodox,23,1,0,1988-09-29,0,214,353,0.6,229,377,0,0,0.0,0,2,231,146,270,20,26,48,57,158,254,3,6,53,93,Brian Ortega,68,145,69,Switch,15,2,0,1991-02-21,0,88,234,0.37,101,250,2,5,0.4,3,1,54,59,193,20,26,9,15,82,225,6,9,0,0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Women's Flyweight,Valentina Shevchenko,Lauren Murphy,KO/TKO,Punch,4,240,Valentina Shevchenko,65,125,66,Southpaw,22,3,0,1988-03-07,0,98,170,0.57,132,204,3,4,0.75,0,0,244,62,126,19,24,17,20,72,137,6,8,20,25,Lauren Murphy,65,125,67,Orthodox,15,5,0,1983-07-27,0,11,91,0.12,19,100,0,0,0.0,0,0,41,4,73,3,13,4,5,11,91,0,0,0,0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Middleweight,Robbie Lawler,Nick Diaz,KO/TKO,Punch,3,44,Robbie Lawler,71,170,74,Southpaw,29,15,0,1982-03-20,0,131,221,0.59,131,221,0,0,0.0,0,0,14,88,176,33,35,10,10,99,182,31,38,1,1,Nick Diaz,73,170,76,Southpaw,26,10,0,1983-08-02,0,150,339,0.44,150,339,0,1,0.0,0,0,0,114,294,36,45,0,0,144,331,6,8,0,0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Heavyweight,Curtis Blaydes,Jairzinho Rozenstruik,Decision,Unanimous Decision,3,300,Curtis Blaydes,76,265,80,Orthodox,15,3,0,1991-02-18,0,32,96,0.33,113,190,3,6,0.5,0,0,379,18,76,6,8,8,12,24,86,0,0,8,10,Jairzinho Rozenstruik,74,242,78,Orthodox,12,3,0,1988-03-17,0,18,68,0.26,46,99,0,0,0.0,0,0,0,17,65,1,2,0,1,16,65,2,3,0,0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Women's Flyweight,Jessica Andrade,Cynthia Calvillo,KO/TKO,Punch,1,294,Jessica Andrade,61,125,62,Orthodox,22,9,0,1991-09-25,0,48,86,0.55,48,86,0,0,0.0,0,0,0,34,70,2,3,12,13,41,72,7,14,0,0,Cynthia Calvillo,64,125,64,Orthodox,9,3,1,1987-07-13,0,27,75,0.36,27,75,0,0,0.0,0,0,0,10,52,13,18,4,5,27,75,0,0,0,0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Bantamweight,Merab Dvalishvili,Marlon Moraes,KO/TKO,Punch,2,265,Merab Dvalishvili,66,135,68,Orthodox,14,4,0,1991-01-10,0,69,109,0.63,246,307,4,4,1.0,0,0,360,63,101,6,7,0,1,12,35,0,0,57,74,Marlon Moraes,66,135,67,Orthodox,23,9,1,1988-04-26,1,29,44,0.65,34,49,0,0,0.0,0,0,30,23,36,0,0,6,8,21,35,1,2,7,7
UFC 266: Volkanovski vs. Ortega,2021-09-25,Lightweight,Dan Hooker,Nasrat Haqparast,Decision,Unanimous Decision,3,300,Dan Hooker,72,155,75,Switch,21,11,0,1990-02-13,0,73,153,0.47,177,261,3,7,0.42,0,0,424,26,97,27,32,20,24,55,134,14,15,4,4,Nasrat Haqparast,70,155,72,Southpaw,13,4,0,1995-08-22,0,27,69,0.39,35,77,0,1,0.0,0,0,3,17,56,9,11,1,2,23,63,4,6,0,0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Heavyweight,Chris Daukaus,Shamil Abdurakhimov,KO/TKO,Punch,2,83,Chris Daukaus,75,250,76,Orthodox,12,3,0,1989-09-25,2,38,93,0.4,38,93,0,0,0.0,0,0,48,34,88,2,3,2,2,18,58,2,5,18,30,Shamil Abdurakhimov,75,235,76,Orthodox,20,6,0,1981-09-02,0,23,63,0.36,23,63,0,0,0.0,0,0,0,13,48,6,11,4,4,22,62,1,1,0,0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Women's Flyweight,Taila Santos,Roxanne Modafferi,Decision,Unanimous Decision,3,300,Taila Santos,66,125,68,Orthodox,18,1,0,1993-06-22,1,55,95,0.57,118,164,5,5,1.0,0,0,483,38,75,8,11,9,9,40,72,8,9,7,14,Roxanne Modafferi,67,125,69,Orthodox,25,20,0,1982-09-24,0,18,92,0.19,43,124,0,4,0.0,0,0,182,13,85,2,3,3,4,16,90,2,2,0,0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Lightweight,Jalin Turner,Uros Medic,SUB,Rear Naked Choke,1,241,Jalin Turner,75,155,77,Southpaw,11,5,0,1995-05-18,0,25,47,0.53,40,68,1,1,1.0,1,0,144,16,36,8,9,1,2,16,31,3,3,6,13,Uros Medic,73,155,71,Southpaw,7,1,0,1993-04-25,0,6,11,0.54,6,11,0,0,0.0,0,0,0,2,6,0,1,4,4,6,11,0,0,0,0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Middleweight,Nick Maximov,Cody Brundage,Decision,Unanimous Decision,3,300,Nick Maximov,72,185,76,Southpaw,7,0,0,1997-12-23,0,14,40,0.35,84,142,4,15,0.26,0,2,561,12,37,1,1,1,2,8,26,3,5,3,9,Cody Brundage,72,185,72,Orthodox,5,2,0,1994-05-16,0,28,53,0.52,59,90,0,1,0.0,1,0,115,22,45,3,5,3,3,13,37,4,5,11,11
UFC 266: Volkanovski vs. Ortega,2021-09-25,Welterweight,Matthew Semelsberger,Martin Sano,KO/TKO,Punch,1,15,Matthew Semelsberger,73,170,75,Switch,9,3,0,1992-11-23,1,3,5,0.6,3,5,0,0,0.0,0,0,1,2,4,1,1,0,0,2,4,0,0,1,1,Martin Sano,71,170,75,Orthodox,4,3,1,1991-05-30,0,1,3,0.33,1,3,0,0,0.0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0
UFC 266: Volkanovski vs. Ortega,2021-09-25,Featherweight,Jonathan Pearce,Omar Morales,SUB,Rear Naked Choke,2,211,Jonathan Pearce,72,145,71,Switch,11,4,0,1992-05-01,0,12,35,0.34,55,83,6,11,0.54,1,0,333,9,28,3,4,0,3,11,33,1,2,0,0,Omar Morales,71,145,73,Orthodox,11,2,0,1985-10-17,0,12,25,0.48,27,42,0,0,0.0,0,2,19,9,22,0,0,3,3,8,18,4,7,0,0
UFC Fight Night: Smith vs. Spann,2021-09-18,Light Heavyweight,Anthony Smith,Ryan Spann,SUB,Rear Naked Choke,1,227,Anthony Smith,76,205,76,Orthodox,36,16,0,1988-07-26,2,17,28,0.6,18,29,0,0,0.0,1,0,98,11,21,3,4,3,3,11,20,0,0,6,8,Ryan Spann,77,205,79,Orthodox,19,7,0,1991-08-24,0,8,20,0.4,8,20,0,1,0.0,0,0,30,5,17,3,3,0,0,6,18,1,1,1,1
UFC Fight Night: Smith vs. Spann,2021-09-18,Light Heavyweight,Ion Cutelaba,Devin Clark,Decision,Unanimous Decision,3,300,Ion Cutelaba,73,205,75,Southpaw,16,6,1,1993-12-14,1,64,101,0.63,92,138,8,12,0.66,0,0,528,59,95,4,5,1,1,7,21,11,16,46,64,Devin Clark,72,205,75,Orthodox,12,6,0,1990-04-12,0,23,52,0.44,84,130,1,6,0.16,0,0,118,10,32,3,7,10,13,12,32,8,13,3,7
UFC Fight Night: Smith vs. Spann,2021-09-18,Women's Flyweight,Ariane Lipski,Mandy Bohm,Decision,Unanimous Decision,3,300,Ariane Lipski,66,125,67,Orthodox,14,7,0,1994-01-26,2,87,194,0.44,116,233,0,1,0.0,0,0,266,27,106,53,73,7,15,64,157,15,23,8,14,Mandy Bohm,67,125,71,Orthodox,7,1,0,1989-07-30,0,36,108,0.33,47,123,0,4,0.0,0,0,29,18,84,12,16,6,8,31,101,5,7,0,0
UFC Fight Night: Smith vs. Spann,2021-09-18,Lightweight,Arman Tsarukyan,Christos Giagos,KO/TKO,Punch,1,129,Arman Tsarukyan,67,155,72,Orthodox,17,2,0,1996-10-11,1,22,31,0.7,27,37,0,1,0.0,0,0,11,21,29,1,1,0,1,4,10,0,0,18,21,Christos Giagos,70,155,71,Orthodox,19,9,0,1990-01-23,0,1,6,0.16,4,11,0,0,0.0,0,0,49,0,5,1,1,0,0,1,5,0,1,0,0
UFC Fight Night: Smith vs. Spann,2021-09-18,Bantamweight,Nate Maness,Tony Gravely,KO/TKO,Punch,2,130,Nate Maness,70,135,72,Orthodox,14,1,0,1991-06-27,1,31,63,0.49,64,98,1,1,1.0,0,0,15,26,57,5,6,0,0,21,52,2,2,8,9,Tony Gravely,65,135,69,Orthodox,21,7,0,1991-09-28,1,36,68,0.52,44,77,1,6,0.16,0,0,146,18,43,8,11,10,14,25,55,8,10,3,3
UFC Fight Night: Smith vs. Spann,2021-09-18,Middleweight,Joaquin Buckley,Antonio Arroyo,KO/TKO,Punch,3,146,Joaquin Buckley,70,185,76,Southpaw,13,4,0,1994-04-27,1,41,102,0.4,45,107,1,6,0.16,0,0,78,12,59,12,22,17,21,34,95,2,2,5,5,Antonio Arroyo,75,185,73,Orthodox,9,5,0,1989-07-01,0,21,46,0.45,30,57,0,0,0.0,0,0,24,4,22,10,17,7,7,21,45,0,1,0,0
UFC Fight Night: Smith vs. Spann,2021-09-18,Light Heavyweight,Tafon Nchukwi,Mike Rodriguez,Decision,Unanimous Decision,3,300,Tafon Nchukwi,72,205,77,Orthodox,6,1,0,1994-10-14,0,116,199,0.58,145,240,3,3,1.0,0,0,285,81,144,25,44,10,11,76,146,31,42,9,11,Mike Rodriguez,76,205,82,Southpaw,11,7,0,1988-11-28,0,49,144,0.34,59,156,0,0,0.0,0,0,2,19,105,17,22,13,17,45,137,4,7,0,0
UFC Fight Night: Smith vs. Spann,2021-09-18,Women's Bantamweight,Raquel Pennington,Pannie Kianzad,Decision,Unanimous Decision,3,300,Raquel Pennington,67,135,67,Orthodox,12,9,0,1988-09-05,0,48,79,0.6,98,144,1,3,0.33,0,0,376,26,56,17,18,5,5,23,49,23,28,2,2,Pannie Kianzad,67,135,66,Orthodox,16,6,0,1991-12-08,0,50,98,0.51,85,144,1,2,0.5,0,0,334,26,68,20,25,4,5,13,50,37,48,0,0
UFC Fight Night: Smith vs. Spann,2021-09-18,Lightweight,Rong Zhu,Brandon Jenkins,KO/TKO,Punch,3,275,Rong Zhu,69,155,71,Orthodox,18,4,0,2000-03-07,1,86,134,0.64,134,198,6,8,0.75,0,0,567,71,118,8,9,7,7,43,74,1,1,42,59,Brandon Jenkins,72,155,71,Switch,15,8,0,1991-09-30,0,41,105,0.39,67,138,0,0,0.0,0,1,4,17,69,7,16,17,20,36,98,3,5,2,2
UFC Fight Night: Smith vs. Spann,2021-09-18,Bantamweight,Montel Jackson,JP Buys,Decision,Unanimous Decision,3,300,Montel Jackson,70,135,75,Southpaw,11,2,0,1992-04-24,4,25,43,0.58,91,117,4,5,0.8,1,0,603,18,36,7,7,0,0,11,17,6,8,8,18,JP Buys,65,135,67,Orthodox,9,4,0,1996-04-30,0,8,24,0.33,39,60,1,7,0.14,3,0,80,3,10,4,13,1,1,6,22,1,1,1,1
UFC Fight Night: Smith vs. Spann,2021-09-18,Women's Flyweight,Erin Blanchfield,Sarah Alpar,Decision,Unanimous Decision,3,300,Erin Blanchfield,64,135,66,Orthodox,7,1,0,1999-05-04,0,120,210,0.57,198,318,3,3,1.0,0,0,583,94,182,15,17,11,11,53,121,10,10,57,79,Sarah Alpar,64,135,63,Southpaw,9,6,0,1991-06-01,0,41,113,0.36,45,120,0,1,0.0,0,0,0,22,87,8,13,11,13,40,110,1,3,0,0
UFC Fight Night: Smith vs. Spann,2021-09-18,Welterweight,Carlston Harris,Impa Kasanganay,KO/TKO,Punch,1,158,Carlston Harris,72,170,76,Orthodox,17,4,0,1987-07-09,1,24,46,0.52,24,48,0,1,0.0,0,0,21,16,37,6,7,2,2,14,35,0,0,10,11,Impa Kasanganay,71,170,75,Orthodox,9,2,0,1994-01-17,0,6,21,0.28,6,21,0,0,0.0,0,0,0,5,20,1,1,0,0,6,21,0,0,0,0
UFC Fight Night: Smith vs. Spann,2021-09-18,Bantamweight,DRAW,DRAW,Decision,Unanimous Decision,3,300,Gustavo Lopez,65,135,67,Orthodox,12,6,1,1989-06-27,0,44,115,0.38,47,119,3,8,0.37,1,0,123,32,93,5,10,7,12,35,99,2,6,7,10,Alatengheili,65,135,66,Orthodox,14,8,2,1991-12-14,0,36,118,0.3,37,120,0,1,0.0,0,0,6,23,102,10,12,3,4,35,115,1,3,0,0
UFC Fight Night: Smith vs. Spann,2021-09-18,Women's Flyweight,Hannah Goldy,Emily Whitmire,SUB,Armbar,1,257,Hannah Goldy,64,125,61,Orthodox,6,2,0,1992-05-18,0,10,22,0.45,24,46,0,0,0.0,1,0,24,1,12,2,2,7,8,9,20,1,2,0,0,Emily Whitmire,65,125,63,Orthodox,4,5,0,1991-05-24,0,5,13,0.38,15,26,2,2,1.0,0,0,184,3,10,1,2,1,1,5,12,0,0,0,1
UFC Fight Night: Brunson vs. Till,2021-09-04,Middleweight,Derek Brunson,Darren Till,SUB,Rear Naked Choke,3,133,Derek Brunson,73,185,77,Southpaw,23,7,0,1984-01-04,0,41,84,0.48,101,145,3,6,0.5,1,0,443,37,76,2,2,2,6,9,36,3,3,29,45,Darren Till,72,185,74,Southpaw,18,4,1,1992-12-24,0,26,50,0.52,28,53,0,0,0.0,0,0,4,14,38,8,8,4,4,19,42,7,8,0,0
UFC Fight Night: Brunson vs. Till,2021-09-04,Heavyweight,Tom Aspinall,Serghei Spivac,KO/TKO,Elbow,1,150,Tom Aspinall,77,256,78,Orthodox,11,2,0,1993-04-11,1,16,26,0.61,16,26,0,0,0.0,0,0,3,12,22,4,4,0,0,7,13,3,3,6,10,Serghei Spivac,75,260,78,Orthodox,13,3,0,1995-01-24,0,0,11,0.0,0,11,0,2,0.0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0
UFC Fight Night: Brunson vs. Till,2021-09-04,Welterweight,Alex Morono,David Zawada,Decision,Unanimous Decision,3,300,Alex Morono,71,170,72,Orthodox,20,7,0,1990-08-16,0,90,213,0.42,96,219,0,0,0.0,0,0,66,81,200,8,12,1,1,84,204,6,9,0,0,David Zawada,72,170,75,Orthodox,17,7,0,1990-08-01,0,86,205,0.41,91,210,1,2,0.5,0,0,39,39,150,41,48,6,7,77,187,9,18,0,0
UFC Fight Night: Brunson vs. Till,2021-09-04,Light Heavyweight,Khalil Rountree Jr.,Modestas Bukauskas,KO/TKO,Kick,2,150,Khalil Rountree Jr.,73,205,76,Southpaw,10,5,0,1990-02-26,1,38,92,0.41,38,92,0,0,0.0,0,0,0,18,71,7,8,13,13,38,92,0,0,0,0,Modestas Bukauskas,75,205,78,Switch,11,5,0,1994-02-10,0,23,49,0.46,23,49,0,0,0.0,0,0,0,18,44,3,3,2,2,22,48,1,1,0,0
UFC Fight Night: Brunson vs. Till,2021-09-04,Lightweight,Paddy Pimblett,Luigi Vendramini,KO/TKO,Punch,1,265,Paddy Pimblett,70,155,73,Orthodox,17,3,0,1995-01-03,1,47,81,0.58,47,81,0,2,0.0,0,0,9,29,62,7,8,11,11,46,80,1,1,0,0,Luigi Vendramini,68,155,73,Orthodox,9,3,0,1996-01-16,0,25,51,0.49,30,56,1,1,1.0,0,0,27,14,40,4,4,7,7,21,45,3,5,1,1
UFC Fight Night: Brunson vs. Till,2021-09-04,Women's Flyweight,Molly McCann,Ji Yeon Kim,Decision,Unanimous Decision,3,300,Molly McCann,64,125,62,Orthodox,11,4,0,1990-05-04,0,127,272,0.46,130,275,2,3,0.66,0,0,47,110,249,16,22,1,1,126,270,1,2,0,0,Ji Yeon Kim,67,125,72,Orthodox,9,4,2,1989-10-18,0,122,361,0.33,134,374,0,2,0.0,0,0,155,87,316,24,33,11,12,114,349,6,10,2,2
UFC Fight Night: Brunson vs. Till,2021-09-04,Bantamweight,Jack Shore,Liudvik Sholinian,Decision,Unanimous Decision,3,300,Jack Shore,68,135,71,Orthodox,15,0,0,1995-02-06,0,92,155,0.59,104,168,2,8,0.25,1,0,268,59,116,11,14,22,25,80,138,8,12,4,5,Liudvik Sholinian,70,135,71,Orthodox,9,3,1,1990-01-20,0,19,92,0.2,33,108,0,4,0.0,0,0,86,13,85,6,7,0,0,16,89,2,2,1,1
UFC Fight Night: Brunson vs. Till,2021-09-04,Catch Weight,Julian Erosa,Charles Jourdain,SUB,D'Arce Choke,3,176,Julian Erosa,73,145,74,Southpaw,26,10,0,1989-07-31,0,103,214,0.48,106,217,2,5,0.4,1,0,155,66,168,29,38,8,8,80,187,22,26,1,1,Charles Jourdain,69,145,69,Switch,11,4,1,1995-11-27,1,85,163,0.52,103,181,0,0,0.0,0,0,0,50,118,21,30,14,15,64,129,20,32,1,2
UFC Fight Night: Brunson vs. Till,2021-09-04,Middleweight,Marc-Andre Barriault,Dalcha Lungiambula,Decision,Unanimous Decision,3,300,Marc-Andre Barriault,73,185,74,Orthodox,13,4,0,1990-02-18,0,118,289,0.4,128,299,0,0,0.0,0,0,31,80,233,24,40,14,16,93,250,25,39,0,0,Dalcha Lungiambula,68,185,76,Orthodox,11,3,0,1987-07-31,0,85,217,0.39,87,219,2,5,0.4,0,0,32,60,185,21,26,4,6,64,185,21,32,0,0
UFC Fight Night: Barboza vs. Chikadze,2021-08-28,Featherweight,Giga Chikadze,Edson Barboza,KO/TKO,Punch,3,104,Giga Chikadze,72,145,74,Orthodox,14,2,0,1988-08-25,2,60,117,0.51,70,128,0,0,0.0,2,0,41,31,80,16,22,13,15,56,113,0,0,4,4,Edson Barboza,71,145,75,Orthodox,22,10,0,1986-01-21,0,33,95,0.34,33,95,0,0,0.0,0,0,0,15,70,10,15,8,10,33,95,0,0,0,0
